NAMESAKES_ONLY (absent for intended)       | J. Marion Sims (1813-1883) [US] canon=60/0 lead=60/0
NO_TRACE                                   | Philip Skene (1725-1810) [US-NY] canon=0/0 lead=0/0
NO_TRACE                                   | Ashbel Smith (1805-1886) [US-TX] canon=0/0 lead=0/0
NO_TRACE                                   | Emilia Soares de Patrocinio (1805-1886) [Brazil] canon=0/0 lead=0/0
NO_TRACE                                   | Hernando de Soto (1500-1542) [Spain] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | Alexander H. Stephens (1812-1883) [US-GA] canon=1/0 lead=1/0
NAME_HIT_UNRESOLVED (no year to disambiguate) | Charles Stewart (?-?) [US/UK] canon=13/0 lead=19/0
NAMESAKES_ONLY (absent for intended)       | J. E. B. Stuart (1833-1864) [US-VA] canon=36/0 lead=43/0
NAMESAKES_ONLY (absent for intended)       | John Stuart (1740-1811) [Canada] canon=12/0 lead=13/0
NAMESAKES_ONLY (absent for intended)       | Peter Stuyvesant (1592-1672) [NewNetherland] canon=1/0 lead=1/0
NAMESAKES_ONLY (absent for intended)       | Thomas Sumter (1734-1832) [US-SC] canon=2/0 lead=2/0
NO_TRACE                                   | Mary Surratt (1823-1865) [US-MD] canon=0/0 lead=0/0
NO_TRACE                                   | Clemente Tabone (1575-1665) [Malta] canon=0/0 lead=0/0
NO_TRACE                                   | Lawrence Taliaferro (1794-1871) [US-MN] canon=0/0 lead=0/0
NO_TRACE                                   | Roger Taney (1777-1864) [US-MD] canon=0/0 lead=0/0
NO_TRACE                                   | John Tayloe II (1721-1779) [US-VA] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | George Taylor (1716-1781) [US-PA] canon=23/0 lead=57/0
NAMESAKES_ONLY (absent for intended)       | Zachary Taylor (1784-1850) [US] canon=0/0 lead=1/0
NAMESAKES_ONLY (absent for intended)       | Edward Telfair (1735-1807) [US-GA] canon=2/0 lead=1/0
NO_TRACE                                   | Thomas Thistlewood (1721-1786) [Jamaica] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | George Henry Thomas (1816-1870) [US-VA] canon=29/0 lead=49/0
NO_TRACE                                   | Madam Tinubu (1810-1887) [Nigeria] canon=0/0 lead=0/0
NO_TRACE                                   | Tippu Tip (1832-1905) [Zanzibar] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | Robert Toombs (1810-1885) [US-GA] canon=1/0 lead=2/0
NAMESAKES_ONLY (absent for intended)       | George Trenholm (1807-1876) [US-SC] canon=3/0 lead=2/0
NAMESAKES_ONLY (absent for intended)       | John Tyler (1790-1862) [US-VA] canon=8/0 lead=20/0
NAMESAKES_ONLY (absent for intended)       | Martin Van Buren (1782-1862) [US-NY] canon=2/0 lead=6/0
CANDIDATE (canonical sig-match, gated)     | Joseph H. Vann (1798-1844) [US-Cherokee] canon=5/1 lead=1/0
NO_TRACE                                   | Diego Velazquez (1599-1660) [Spain] canon=0/0 lead=0/0
NO_TRACE                                   | Hugues Loubenx de Verdalle (1531-1595) [Malta] canon=0/0 lead=0/0
NO_TRACE                                   | Amerigo Vespucci (1451-1512) [Italy] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | Jacques Villere (1761-1830) [US-LA] canon=2/0 lead=2/0
NO_TRACE                                   | Elisabeth Dieudonne Vincent (1798-1883) [US-LA] canon=0/0 lead=0/0
NO_TRACE                                   | Caterina Vitale (1566-1619) [Malta] canon=0/0 lead=0/0
NO_TRACE                                   | Walkara (1805-1855) [US-UT] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | Joshua John Ward (1800-1853) [US-SC] canon=4/0 lead=7/0
NAMESAKES_ONLY (absent for intended)       | Robert Wash (1790-1856) [US-MO] canon=9/0 lead=26/0
NAMESAKES_ONLY (absent for intended)       | Augustine Washington (1694-1743) [US-VA] canon=1/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | George Washington (1732-1799) [US-VA] canon=60/0 lead=60/0
NAMESAKES_ONLY (absent for intended)       | Martha Washington (1731-1802) [US-VA] canon=3/0 lead=6/0
NO_TRACE                                   | John Wayles (1715-1773) [US-VA] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | James Moore Wayne (1790-1867) [US-GA] canon=4/0 lead=7/0
NAMESAKES_ONLY (absent for intended)       | Thomas H. Watts (1819-1892) [US-AL] canon=6/0 lead=7/0
NO_TRACE                                   | John Wedderburn of Ballindean (1729-1803) [Scotland] canon=0/0 lead=0/0
NO_TRACE                                   | Richard Wenman (1712-1781) [Canada-NS] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | John H. Wheeler (1806-1882) [US-NC] canon=18/0 lead=21/0
NAMESAKES_ONLY (absent for intended)       | William Whipple (1730-1785) [US-NH] canon=2/0 lead=1/0
NAMESAKES_ONLY (absent for intended)       | George Whitefield (1714-1770) [England/Georgia] canon=1/0 lead=0/0
NO_TRACE                                   | James Matthew Whyte (1788-1843) [Canada/Jamaica] canon=0/0 lead=0/0
NO_TRACE                                   | James Beckford Wildman (1789-1867) [UK/Jamaica] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | John Witherspoon (1723-1794) [US-NJ] canon=6/0 lead=8/0
NAMESAKES_ONLY (absent for intended)       | John Winthrop (1587-1649) [US-MA] canon=2/0 lead=1/0
NAMESAKES_ONLY (absent for intended)       | Joseph Wragg (1698-1751) [US-SC] canon=2/0 lead=1/0
NO_TRACE                                   | George Wythe (1726-1807) [US-VA] canon=0/0 lead=0/0
NAMESAKES_ONLY (absent for intended)       | William Lowndes Yancey (1814-1863) [US-AL] canon=2/0 lead=3/0
NO_TRACE                                   | Marie-Marguerite d'Youville (1701-1771) [Canada] canon=0/0 lead=0/0
NO_TRACE                                   | David Levy Yulee (1810-1886) [US-FL] canon=0/0 lead=0/0
NO_TRACE                                   | Juan de Zaldivar (1514-1570) [Spain/NewSpain] canon=0/0 lead=0/0
